Comment ID	Article ID	Date	Name	Recommendation Count	Body
CommentKey:18416256-176e-4ca3-b3e1-96d9bc394c72	2000415835	Mon Feb 14 2011 05:31:46 GMT-0500 (EST)	Obama Harper	21	it is about time. The people running the protest ( outside the country) got the change   Canada wake up and remove Harper
CommentKey:cf3a6dd9-f97c-4c30-abc0-c7359ddcfca3	2000415835	Mon Feb 14 2011 05:51:00 GMT-0500 (EST)	John Sollows	21	Yes, the protesters should go.  They have made their point, and it's time to let the country get back to getting on with life.
CommentKey:8bf7ea4c-5a27-489c-ae35-1692c3826bdc	2000415835	Mon Feb 14 2011 05:57:27 GMT-0500 (EST)	J-Practical	31	@Obama Harper   "Canada wake up and remove Harper"  At the next elections, we'll think about it.  Happily it's the Canadian way to let elections change our leaders. That way our army can do their real job, because our democratic processes do theirs'.
CommentKey:7c6fde9d-af0a-4b40-a7d8-007fd6d62e4e	2000415835	Mon Feb 14 2011 06:14:13 GMT-0500 (EST)	JM Smith	26	"military authorities were expected to issue a decree that would ban meetings by labor unions or professional syndicates"  All the more reason to keep the protests alive.
CommentKey:5399242d-decd-4ab1-8c32-2c531a62999d	2000415835	Mon Feb 14 2011 06:18:45 GMT-0500 (EST)	TravisTJustice	20	The Egyptian people still have a long road ahead. Hopefully the Military will do what they are promising.  Now the rest of the world still needs to support Egypt in moving to a democratic society.  Egypt this year maybe China in 2014?
CommentKey:f3fcae0b-cfb6-42f5-af5f-3060630c358c	2000415835	Mon Feb 14 2011 06:34:40 GMT-0500 (EST)	Your Mothers Britches	14	"Happily it's the Canadian way to let elections change our leaders."  - What pipe dream have you been living? nearly 40% of the Canadian electorate didn't vote last Federal election!
CommentKey:e57d038b-04c4-4541-816d-ce5be41e8942	2000415835	Mon Feb 14 2011 07:02:41 GMT-0500 (EST)	Canadian Viewer	39	Banning protests and strikes? Looks like the military is well on its way to leading this country into democracy!   Like i said in an earlier post - from the frying pan, into the fire.
CommentKey:4b4b15a5-ffe1-46e7-b989-7fb523499b04	2000415835	Mon Feb 14 2011 07:11:22 GMT-0500 (EST)	1moreside	31	The military has dissolved parliament, suspended the constitution & will be amending the constitution – without the input of voters or elected officials.  I may be a bit slow, but isn’t this called a Military Coup?  It may have been done in response to protests or the protests could have been conveniently timed, but the military taking over a government is rarely good news for citizens.  They are banning "meetings by labour unions or professional syndicates" (i.e. public meetings) & thereby strikes (a form of dissention), is the press next? So why are world leaders happy about this? Are they assuming a military dictator (no one has been elected yet) is better than Mubarak?
CommentKey:7049da1d-ce4a-464d-8a40-1d47a416c493	2000415835	Mon Feb 14 2011 07:15:46 GMT-0500 (EST)	Chatable	31	"Happily it's the Canadian way to let elections change our leaders."    - What pipe dream have you been living? nearly 40% of the Canadian electorate didn't vote last Federal election!  The number of people who vote has nothing to do with the fact that we change our leaders through elections.  Perhaps you could explain how you think we change leaders.
CommentKey:6f9a5825-c79e-45fa-b7d6-300891ea4084	2000415835	Mon Feb 14 2011 07:25:33 GMT-0500 (EST)	oclupak	2	"The coalition behind the protests has demanded the lifting of emergency law; creation of a presidential council, made up of a military representative and two "trusted personalities"; the dissolving of the ruling party-dominated parliament; and the forming of a broad-based unity government and a committee to either amend or completely rewrite the constitution."  - - - - -  All of those conditions should have been met before the protestors were "invited" to leave Tahrir Square.  The fact that they weren't is a good indication of where this is going.  The "international community" will not allow a democracy to take hold in Egypt, as it could jeopardize the absolute control it has enjoyed without interruption for 30 years until two days ago.  The U.S. and Israel will fight tooth and nail to keep things as they were.  Some cosmetic changes will be tolerated, however, such as holding elections. But these will only be allowed to be carried out when conditions permit, which will not necessarily occur within the next six months.  What is important right now is to crush the momentum of the Revolution. That is what we are witnessing right now. I wouldn't sleep very well if I was one of the protestors who had been identified and catalogued in the Secret Police database which, surely, is very active at this very moment.
