Comment ID	Article ID	Date	Name	Recommendation Count	Body
CommentKey:354e0b7b-2273-437b-aaae-46efcc47f5d5	2000415948	Mon Feb 14 2011 13:57:35 GMT-0500 (EST)	MarEng67	30	I would like Tony Clement to launch a review into how much money his Parry Sound - Muskoka riding received under the Canada Faction Plan compared with how much the 8 non -  C-CRAP ridings that actually comprise Northern Ontario got.  Report back here by Monday next Tony.  Thanking you in advance.
CommentKey:cd99c40d-e002-41fe-be57-0d576ae1d7e5	2000415948	Mon Feb 14 2011 13:58:18 GMT-0500 (EST)	Hugh Betcha	19	And he ( directed by Harper )  will swiftly find that there is  a net benefit to Canada ( although they won't say what )  and approve it, giving away yet more Canadian sovereignty.  With these guys minding the candy store we will soon be  candyless.
CommentKey:9f5b52cb-4abd-43f3-9b6d-25bfa27b00a1	2000415948	Mon Feb 14 2011 13:58:54 GMT-0500 (EST)	sgriffin	7	Guess they have figured out which way the political wind is blowing.
CommentKey:67f260ea-7848-4c72-b689-d2a93cb536be	2000415948	Mon Feb 14 2011 13:59:57 GMT-0500 (EST)	BlindJustice	3	just go to www.gc.ca and then different department and agencies and then click on proactive disclosure and see billions of your tax dollars going to consulting agencies or travel and hospitality expenses. thats why in Canada we pay HST and hundreds of different taxes, surcharges and fees. take it to streets and squares and break these shackles. Revolutions are in fashion these days. create your facebook groups, expose their misspending and start your own revolutions.
CommentKey:df8aac3b-4c44-43f8-b103-c6b78f92bd03	2000415948	Mon Feb 14 2011 14:01:15 GMT-0500 (EST)	Tplus30	5	Yeah look into this will ya. Thanks. I assure you that, like almost all mergers/buyouts of canadian firms, this will not be good for Canada.
CommentKey:79a96424-7525-452c-94d1-ec54c695305c	2000415948	Mon Feb 14 2011 14:01:35 GMT-0500 (EST)	plutocracy now	9	Of course.  They'll want to make sure that the absolute zero regulatory oversight that is the current regime governing financial markets and transactions in Canada isn't disturbed.
CommentKey:e62eea0e-9c48-4097-a31b-11d4959a65af	2000415948	Mon Feb 14 2011 14:01:54 GMT-0500 (EST)	massiveTRON	2	wah wah, wah, wah wah... i guess if its good business for the US, we'll have to wait for a full report. what does charlie brown think?
CommentKey:383d43af-7cbf-4dec-b68b-44b8c5dbdd0a	2000415948	Mon Feb 14 2011 14:01:58 GMT-0500 (EST)	maybes	4	conservative support increases...
CommentKey:bef56542-1abb-4690-bd30-93e982ef2cb4	2000415948	Mon Feb 14 2011 14:03:43 GMT-0500 (EST)	Micnic	18	Translation: Tony Clement has to check what Harper tells him to do first before he says anything.
CommentKey:8fcee066-74b4-4ecc-8fa4-2b13b25b0413	2000415948	Mon Feb 14 2011 14:05:22 GMT-0500 (EST)	Johnny Utah	8	Corruption at the highest level is the finance industry.  It's just another word for pyramid scheme or casino.
CommentKey:5564168d-167c-48c0-9deb-613558fc20a5	2000415948	Mon Feb 14 2011 14:05:55 GMT-0500 (EST)	LincolnBobinkon	6	Never noticed the phrase: "net benefit to Canada" until Tony moved to the Federal level.
